path,st_mode,st_ino,st_dev,st_nlink,st_uid,st_gid,st_size,st_atime,st_mtime,st_ctime
/home/w/weismanm/Documents/cs111/CS111/lab5/GradeBook.java,33188,43125247,24,1,2363,2002,4384,1354743835.5766191,1354743835.5806193,1354743835.5806193
/home/w/weismanm/.pulse/98c17b94ed20263246bd0962000006f5-card-database.tdb,33188,42867618,24,1,2363,2002,696,1391637096.9069428,1391637096.914943,1391637096.914943
/home/w/weismanm/.vim/eclim/syntax/wsdl.vim,33188,40372223,24,1,2363,2002,841,1378929278.2404764,1368902134.0,1378929278.2444763
/home/w/weismanm/.gconf/desktop/gnome/peripherals/mouse,16832,42861100,24,2,2363,2002,4096,1351839337.6215446,1351110144.0,1351839337.6215446
/home/w/weismanm/.config/dconf/.nfs0000000001600060000002dd,33188,42864032,24,1,2363,2002,4086,1352139332.4285152,1352124079.0,1352139332.4285152
/home/w/weismanm/.eclipse/org.eclipse.platform_4.3.0_1473617060_linux_gtk_x86_64/configuration/org.eclipse.osgi/bundles/220/1/.cp/icons/full/etool16/prev_nav.gif,33188,40895303,24,1,2363,2002,370,1380129886.2569451,1380129886.260945,1380129886.260945
/home/w/weismanm/.vim/vim-addons/fugitive/.git/hooks/pre-rebase.sample,33261,40501404,24,1,2363,2002,4898,1378929286.6725793,1375363745.0,1378929286.6765795
/home/w/weismanm/.vim/bundle/ctrlp.vim/.git/refs,16877,40371375,24,5,2363,2002,4096,1378929269.6043708,1373479249.0,1378929269.6643715
/home/w/weismanm/.config/google-chrome/Default/Extensions/blpcfgokakmgnkcojhhkbfbldkacnbeo/4.2.6_0/_locales/no/messages.json,33188,42995543,24,1,2363,2002,216,1380130005.6464126,1380130005.6464126,1380130005.6464126
/home/w/weismanm/.eclipse/org.eclipse.platform_4.3.0_1473617060_linux_gtk_x86_64/configuration/org.eclipse.osgi/bundles/85/1/.cp/help/EGit/User_Guide/images/RepoMgrRemoteCreated.png,33188,40896719,24,1,2363,2002,5958,1380677727.505498,1380677727.505498,1380677727.505498
